treatment,infection
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,yes
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
treatment,no
